Ano do leilão;Número do leilão;Sequência;Tipo de usina;Empreendimento;Tipo de leilão;Potência (MW);Garantia física (MWm);Lotes vendidos;Preço (R$/MW);Localização;Fonte;Modalidade; Investimento previsto ;Consórcio
2010;2010-7;27;EOL ;EOL Eurus IV;FA;30;13,7;13,7;135,4;Parazinho/RN;Vento;PIE; 111.000.000,00 ;"Consórcio Central Geral Eólica Eurus
Energimp S.A. (88%)
Central Geradora Eólica Eurus IV S.A. (12%)"
2010;2010-7;28;EOL ;EOL Farol;FA;19,8;10,1;9,1;133,97;São Bento do Norte/RN;Vento;PIE; 90.685.890,00 ;Dreen Brasil Investimentos e Participações S.A.
2010;2010-7;29;EOL ;EOL Juremas;FA;16,1;7,6;7,5;136,01;João Câmara/RN;Vento;PIE; 71.186.890,00 ;SPE Juremas Energia S.A.
2010;2010-7;30;EOL ;EOL Macacos;FA;20,7;9,8;9,7;136,01;João Câmara/RN;Vento;PIE; 91.526.000,00 ;SPE Macacos Energia S.A.
2010;2010-7;31;EOL ;EOL Mel 02;FA;20;9,8;9,3;132,8;Areia Branca/RN;Vento;PIE; 89.862.380,00 ;"Consórcio Iberdrola Renováveis e Neoenergia:
Iberdrola Renováveis Do Brasil S.A. (2%)
Iberdrola Renovables S.A. (48%)
Neoenergia S.A. (50%)"
2010;2010-7;32;EOL ;EOL Osório 3;FA;26;10,5;10,3;137,79;Osório/RS;Vento;PIE; 132.459.300,00 ;"Consórcio Elecnor-Enerfin LFA 07
Enerfin do Brasil Sociedade de Energia Ltda (64%)
Elecnor S.A. (36%)"
2010;2010-7;33;EOL ;EOL Pedra Branca;FA;28,8;12,2;12,2;132,5;Sento Sé/BA;Vento;PIE; 129.600.000,00 ;"Consórcio Pedra Branca:
Brennand Energia S.A. (50,9%)
Companhia Hidro Elétrica do São Francisco (49,9%)
Brennand Energia Eólica S.A. (0,1%)"
2010;2010-7;34;EOL ;EOL Pedra Preta;FA;20,7;10,3;10,1;130,43;João Câmara/RN;Vento;PIE; 91.526.000,00 ;SPE Pedra Preta Energia S.A.
2010;2010-7;35;EOL ;EOL Pontal 2B;FA;10,8;4,2;4,2;134,81;Viamão/RS;Vento;PIE; 69.971.680,00 ;OLEOPLAN S.A. - Oleos Vegetais Planalto
2010;2010-7;36;EOL ;EOL REB Cassino I;FA;24;8,9;8,9;136,59;Rio Grande/RS;Vento;PIE; 102.351.080,00 ;REB Empreendimentos e Administrações de Bens S.A.
2010;2010-7;37;EOL ;EOL REB Cassino II;FA;21;8;8;136,6;Rio Grande/RS;Vento;PIE; 89.776.490,00 ;REB Empreendimentos e Administrações de Bens S.A.
2010;2010-7;38;EOL ;EOL REB Cassino III;FA;24;9,5;9,5;136,58;Rio Grande/RS;Vento;PIE; 102.351.080,00 ;REB Empreendimentos e Administrações de Bens S.A.
2010;2010-7;39;EOL ;EOL Renascença I;FA;30;14;13,2;132;Parazinho/RN;Vento;PIE; 143.434.000,00 ;"Consórcio Renascença I:
Renascença I Energias Renováveis Ltda. (0,01%)
Energisa S.A. (99,99%)"
2010;2010-7;40;EOL ;EOL Renascença II;FA;30;14,2;12,6;126;Parazinho/RN;Vento;PIE; 143.434.000,00 ;"Consórcio Renascença II:
Renascença II Energias Renováveis Ltda. (0,01%)
Energisa S.A. (99,99%)"
2010;2010-7;41;EOL ;EOL Renascença III;FA;30;14,1;11,8;118;Parazinho/RN;Vento;PIE; 143.434.000,00 ;"Consórcio Renascença III:
Renascença III Energias Renováveis Ltda. (0,01%)
Energisa S.A. (99,99%)"
2010;2010-7;42;EOL ;EOL Renascença IV;FA;30;14;11,2;112;Parazinho/RN;Vento;PIE; 143.434.000,00 ;"Consórcio Renascença IV:
Renascença IV Energias Renováveis Ltda. (0,01%)
Energisa S.A. (99,99%)"
2010;2010-7;43;EOL ;EOL São Pedro do Lago;FA;28,8;13,5;13,2;132,5;Sento Sé/BA;Vento;PIE; 129.600.000,00 ;"Consórcio São Pedro do Lago:
Brennand Energia S.A. (50,9%)
Companhia Hidro Elétrica do São Francisco (49,9%)
Brennand Energia Eólica S.A. (0,1%)"
2010;2010-7;44;EOL ;EOL Sete Gameleiras;FA;28,8;12,6;12,5;132,5;Sento Sé/BA;Vento;PIE; 129.600.000,00 ;"Consórcio Sete Gameleiras:
Brennand Energia S.A. (50,9%)
Companhia Hidro Elétrica do São Francisco - CHESF (49,9%)
Brennand Energia Eólica S.A. (0,1%)"
2010;2010-7;45;EOL ;EOL Vento Formoso;FA;30;13,5;13,5;135;Ubajara/CE;Vento;PIE; 111.000.000,00 ;"Consórcio Vento Formoso:
Energimp S.A. (88%)
Vento Formoso Energias Renovaveis Ltda. (12%)"
2010;2010-7;46;EOL ;EOL Ventos de São Miguel;FA;30;12,4;10,9;109;Parazinho/RN;Vento;PIE; 111.000.000,00 ;"Consórcio São Miguel:
Ventos de São Miguel Energias Renováveis Ltda. (0,01%)
Energisa S.A. (99,99%)"
2010;2010-7;47;EOL ;EOL Ventos de Tianguá;FA;30;13,1;13,1;133,4;Tianguá/CE;Vento;PIE; 111.000.000,00 ;"Consórcio Ventos de Tianguá
Energimp S.A. (88%)
Ventos do Tianguá Energias Renováveis Ltda. (12%)"
2010;2010-7;48;EOL ;EOL Ventos de Tianguá Norte;FA;30;14,1;14,1;141;Tianguá/CE;Vento;PIE; 111.000.000,00 ;"Consórcio Ventos de Tianguá Norte:
Energimp S.A. (88%)
Ventos do Tianguá Norte Energias Renováveis Ltda. (12%)"
2010;2010-7;49;EOL ;EOL Ventos do Morro do Chapéu;FA;30;13,1;13,1;133,4;Tianguá/CE;Vento;PIE; 111.000.000,00 ;"Consórcio Ventos do Morro do Chapéu:
Energimp S.A. (88%)
Ventos do Morro do Chapéu Energias Renováveis Ltda. (12%)"
2010;2010-7;50;EOL ;EOL Ventos do Parazinho;FA;30;14;14;133,32;Ubajara/CE;Vento;PIE; 111.000.000,00 ;"Consórcio Ventos do Parazinho:
Energimp S.A. (88%)
Ventos do Parazinho Energias Renováveis Ltda. (12%)"
2010;2010-7;51;PCH;PCH Cavernoso II;FA;19;10,6;7,6;146,99;Virmond e Candói/PR ;Água;PIE; 101.639.520,00 ;COPEL Geração e Transmissão S.A.
2010;2010-7;52;PCH;PCH Galheiros I;FA;11;6,4;6,4;144,5;GO ;Água;PIE; 37.718.960,00 ;Galheiros Geração de Energia Elétrica S.A.
2010;2010-7;53;PCH;PCH Queixada;FA;30;21,6;16,6;148,39;Itarumã e Aporé/GO ;Água;PIE; 198.628.220,00 ;Queixada Energética S.A.
2010;2010-7;54;PCH;PCH Salto Goes;FA;20;11,1;11,1;147,47;Tangará,/SC ;Água;PIE; 125.476.590,00 ;SPE Salto Góes Energia S.A.
2010;2010-7;55;PCH;PCH Unaí Baixo;FA;21;12,7;6,4;144,98;Unaí/MG ;Água;PIE; 124.763.000,00 ;Unaí Baixo Energética S.A.
2010;2010-7;56;UTE;UTE Mandu;FA;65;36,5;22,3;137,92;Guaíra/SP;Bagaço de Cana-de-Açúcar;PIE; 98.300.000,00 ;Usina Mandu S.A.
2010;2010-4;1;UHE;UHE Santo Antonio do Jari;A-5;300;196,1;190;104;AP;Água;PIE; 1.537.495.000,00 ;"Consórcio Amapá Energia – CAE:
ECE Participações S.A. (líder) (90%)
Jari Energética S.A (10%)"
2010;2010-4;2;UHE;UHE Teles Pires;A-5;1820;915,4;778;58,35;MT;Água;PIE; 3.328.545.560,00 ;"Consórcio Teles Pires Energia Eficiente:
Neoenergia S.A. (líder) (50,1%)
Furnas Centrais Elétricas S.A. (24,5%)
Eletrosul Centrais Elétricas S.A. (24,5%)
Odebrecht Participações e Investimentos S.A. (0,9%)"
2011;2011-2;1;UHE;UHE Jirau (Ampliação);A-3;450;209,3;209,3;102;RO ;Água;PIE; 1.514.278.640,00 ;Energia Sustentável do Brasil S.A.
2011;2011-2;2;EOL;EOL Ametista;A-3;28,8;13,9;13,9;98,53;BA ;Vento;PIE; 113.200.030,00 ;Renova Energia S.A.
2011;2011-2;3;UTE;UTE Baixada Fluminense;A-3;530;430,2;299,4;104,75;RJ ;Gás Natural;PIE; 986.321.620,00 ;Petróleo Brasileiro S.A.
2011;2011-2;4;EOL;EOL Borgo;A-3;19,2;9,7;9,7;98,53;BA ;Vento;PIE; 56.602.030,00 ;Renova Energia S.A.
2011;2011-2;5;EOL;EOL Caetité;A-3;28,8;14,7;14,3;98,53;BA ;Vento;PIE; 113.200.030,00 ;Renova Energia S.A.
2011;2011-2;6;EOL;EOL Cataventos Paracuru 1;A-3;30;14,2;14,2;102,97;CE ;Vento;PIE; 117.432.000,00 ;"Consórcio Cataventos Paracuru 1:
Cataventos do Paracuru, Ltda
Tecneira - Tecnologias Energéticas, S.A."
2011;2011-2;7;EOL;EOL Cerro Chato IV;A-3;10;3,3;3,3;97,17;RS ;Vento;PIE; 52.057.910,00 ;"Consórcio Cerro Chato IV:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Fundação Eletrosul de Previdência e Assistência Social - ELOS"
2011;2011-2;8;EOL;EOL Cerro Chato V;A-3;12;4;4;96,85;RS ;Vento;PIE; 59.592.770,00 ;"Consórcio Cerro Chato V: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Fundação Eletrosul de Previdência e Assistência Social - ELOS"
2011;2011-2;9;EOL;EOL Cerro Chato VI;A-3;30;9,3;9,3;96,39;RS ;Vento;PIE; 127.406.580,00 ;"Consórcio Cerro Chato VI: :
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Fundação Eletrosul de Previdência e Assistência Social - ELOS"
2011;2011-2;10;EOL;Cerro dos Trindade;A-3;8;2,8;2,8;97,32;RS ;Vento;PIE; 44.523.030,00 ;"Consórcio Cerro dos Trindade: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Fundação Eletrosul de Previdência e Assistência Social - ELOS"
2011;2011-2;11;EOL;EOL Chuí I;A-3;24;10,2;10,2;102,55;RS ;Vento;PIE; 91.305.000,00 ;"Consórcio Chuí I: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Chuí Energia Eólica Ltda."
2011;2011-2;12;EOL;EOL Chuí II;A-3;22;8,9;8,9;102,89;RS ;Vento;PIE; 84.030.000,00 ;"Consórcio Chuí II:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Chuí Energia Eólica Ltda."
2011;2011-2;13;EOL;EOL Chuí IV;A-3;22;8,8;8,8;102,91;RS ;Vento;PIE; 84.030.000,00 ;"Consórcio Chuí IV:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Chuí Energia Eólica Ltda."
2011;2011-2;14;EOL;EOL Chuí V;A-3;30;12,5;12,5;103,78;RS ;Vento;PIE; 114.065.000,00 ;"Consórcio Chuí V:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Chuí Energia Eólica Ltda."
2011;2011-2;15;EOL;EOL Delta do Parnaíba;A-3;28,8;15;14,8;100,13;PI ;Vento;PIE; 108.568.910,00 ;"Consórcio Omega - Complexo Delta: 
Omega Energia Renovável S.A.
Seawest do Brasil - Projetos e Participações Ltda.
Zeta Energia S.A."
2011;2011-2;16;EOL;EOL Dourados;A-3;28,8;13,2;13,2;98,53;BA ;Vento;PIE; 113.200.030,00 ;Renova Energia S.A.
2011;2011-2;17;EOL;EOL Emiliana;A-3;27,2;12,7;4,5;98,51;BA ;Vento;PIE; 135.093.600,00 ;"Consórcio EGP - Curva dos Ventos: 
Enel Brasil Participações Ltda.
Parque Eólico Curva dos Ventos Ltda"
2011;2011-2;18;EOL;EOL Espigão;A-3;9,6;5;4,9;98,53;BA ;Vento;PIE; 44.023.020,00 ;Renova Energia S.A.
2011;2011-2;19;UTE;UTE Iaco;A-3;30;12,8;4;101,99;MS ;Bagaço de Cana-de-Açúcar;PIE; 74.276.490,00 ;Iaco Agrícola S.A.
2011;2011-2;20;EOL;EOL Ibirapuitã I;A-3;30;9,6;9,6;96,49;RS ;Vento;PIE; 127.406.580,00 ;"Consórcio Ibirapuitã I: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Fundação Eletrosul de Previdência e Assistência Social - ELOS"
2011;2011-2;21;EOL;EOL Joana;A-3;25,6;12,2;5,9;98,5;BA ;Vento;PIE; 130.672.800,00 ;"Consórcio EGP - Curva dos Ventos 
Enel Brasil Participações Ltda.
Parque Eólico Curva dos Ventos Ltda"
2011;2011-2;22;UTE;UTE Maranhão III;A-3;499,2;470,7;400;101,9;MA ;Gás Natural;PIE; 1.111.055.000,00 ;MPX Energia S.A.
2011;2011-2;23;EOL;EOL Maron;A-3;28,8;15,4;13,8;98,53;BA ;Vento;PIE; 113.200.030,00 ;Renova Energia S.A.
2011;2011-2;24;EOL;EOL Minuano I;A-3;22;9,4;9,4;101,34;RS ;Vento;PIE; 84.030.000,00 ;"Consórcio Minuano I: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Minuano Energia Eólica Ltda."
2011;2011-2;25;EOL;EOL Minuano II;A-3;24;10,1;10,1;100,62;RS ;Vento;PIE; 91.305.000,00 ;"Consórcio Minuano II: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Minuano Energia Eólica Ltda."
2011;2011-2;26;EOL;EOL Modelo I;A-3;28,8;15,9;3,6;98,52;RN ;Vento;PIE; 117.492.370,00 ;"Consórcio EGP- Endesa: 
Enel Brasil Participações Ltda.
Endesa Brasil S.A."
2011;2011-2;27;EOL;EOL Modelo II;A-3;24;12,4;2,8;98,53;RN ;Vento;PIE; 98.422.790,00 ;"Consórcio EGP- Endesa 
Enel Brasil Participações Ltda.
Endesa Brasil S.A."
2011;2011-2;28;UTE;UTE Paranapanema;A-3;60;24,7;12,4;101,49;SP ;Bagaço de Cana-de-Açúcar;PIE; 107.100.000,00 ;UMOE Bioenergy S.A.
2011;2011-2;29;UTE;UTE Passa Tempo;A-3;67,8;24,2;21,8;103,29;MS ;Bagaço de Cana-de-Açúcar;PIE; 139.709.320,00 ;LDC Bioenergia S.A.
2011;2011-2;30;EOL;EOL Pau Ferro;A-3;30;14,9;5,5;98,54;PE ;Vento;PIE; 145.200.000,00 ;"Consórcio EGP - Fontes dos Ventos 
Enel Brasil Participações Ltda.
Parque Eólico Fontes dos Ventos Ltda."
2011;2011-2;31;EOL;EOL Pedra do Gerônimo;A-3;30;12,4;3,6;98,56;PE ;Vento;PIE; 139.980.000,00 ;"Consórcio EGP - Fontes dos Ventos 
Enel Brasil Participações Ltda.
Parque Eólico Fontes dos Ventos Ltda."
2011;2011-2;32;EOL;EOL Pelourinho;A-3;22,4;11,8;11,8;98,53;BA ;Vento;PIE; 88.047.030,00 ;Renova Energia S.A.
2011;2011-2;33;EOL;EOL Pilões;A-3;28,8;15,5;13,1;98,53;BA ;Vento;PIE; 113.200.030,00 ;Renova Energia S.A.
2011;2011-2;34;EOL;EOL Porto das Barcas;A-3;28,8;14,8;8,9;100,16;PI ;Vento;PIE; 108.568.910,00 ;"Consórcio Omega - Complexo Delta: 
Omega Energia Renovável S.A.
Seawest do Brasil - Projetos e Participações Ltda.
Zeta Energia S.A."
2011;2011-2;35;EOL;EOL Porto Salgado;A-3;18;9,1;9,1;100,17;PI ;Vento;PIE; 67.855.580,00 ;"Consórcio Omega - Porto Salgado 
Omega Energia Renovável S.A.
Zeta Energia S.A."
2011;2011-2;36;EOL;EOL Santo Antonio de Pádua;A-3;16,1;8,2;6,4;104,23;CE ;Vento;PIE; 61.727.000,00 ;Central Eólica Santo Antônio de Pádua S.A.
2011;2011-2;37;EOL;EOL São Cristóvão;A-3;29,9;14,2;12,9;103,79;CE ;Vento;PIE; 111.343.000,00 ;Central Eólica São Cristóvão S.A.
2011;2011-2;38;EOL;EOL São Jorge;A-3;27,6;13,2;12,1;103,98;CE ;Vento;PIE; 104.897.000,00 ;Central Eólica São Jorge S.A.
2011;2011-2;39;EOL;EOL Serra do Espinhaço;A-3;17,6;8,9;8,9;98,53;BA ;Vento;PIE; 69.179.030,00 ;Renova Energia S.A.
2011;2011-2;40;EOL;EOL Tacaicó;A-3;18;8,8;4;98,55;PE ;Vento;PIE; 89.724.000,00 ;"Consórcio EGP - Fontes dos Ventos 
Enel Brasil Participações Ltda.
Parque Eólico Fontes dos Ventos Ltda."
2011;2011-2;41;UTE;UTE Vale do Tijuco II;A-3;40;30;9;102,3;MG ;Bagaço de Cana-de-Açúcar;PIE; 68.720.000,00 ;Vale do Tijuco Açúcar e Álcool Ltda.
2011;2011-2;42;EOL;EOL Verace I;A-3;20;8,5;8,5;98,5;RS ;Vento;PIE; 76.110.000,00 ;"Consórcio Verace I: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
2011;2011-2;43;EOL;EOL Verace II;A-3;20;8,3;8,3;98,64;RS ;Vento;PIE; 76.110.000,00 ;"Consórcio Verace II: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
2011;2011-2;44;EOL;EOL Verace III;A-3;26;11;11;98,19;RS ;Vento;PIE; 98.944.000,00 ;"Consórcio Verace III: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
2011;2011-2;45;EOL;EOL Verace IV;A-3;30;13,1;13,1;97,74;RS ;Vento;PIE; 114.065.000,00 ;"Consórcio Verace VI: 
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
2011;2011-2;46;EOL;EOL Verace IX;A-3;30;12,7;12,7;98,21;RS ;Vento;PIE; 114.065.000,00 ;"Consórcio Verace IX:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
2011;2011-2;47;EOL;EOL Verace V;A-3;30;12,4;12,4;98,21;RS ;Vento;PIE; 114.065.000,00 ;"Consórcio Verace V:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
2011;2011-2;48;EOL;EOL Verace VI;A-3;18;7,6;7,6;98,47;RS ;Vento;PIE; 68.511.000,00 ;"Consórcio Verace VI:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
2011;2011-2;49;EOL;EOL Verace VII;A-3;30;12,7;12,7;97,86;RS ;Vento;PIE; 114.065.000,00 ;"Consórcio Verace VII:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
2011;2011-2;50;EOL;EOL Verace VIII;A-3;26;10,8;10,8;98,19;RS ;Vento;PIE; 98.944.000,00 ;"Consórcio Verace VIII:
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
2011;2011-2;51;EOL;EOL Verace X;A-3;28;12,1;12,1;98,43;RS ;Vento;PIE; 106.568.000,00 ;"Consórcio Verace X
Eletrosul Centrais Elétricas S.A.
Rio Bravo Energia I - Fundo de Investimento em Participações
Verace Energia Eólica Ltda."
2011;2011-3;1;EOL;EOL Angical;Reserva;16;6;6;99,98;Pindaí/BA;Vento;PIE; 67.582.050,00 ;"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda."
2011;2011-3;2;UTE;UTE Bevap;Reserva;60;33,1;1;100,09;João Pinheiro/MG;UTE;PIE; 51.500.000,00 ;Bioenergética Vale do Paracatu S.A.
2011;2011-3;3;EOL;EOL Caiçara 2;Reserva;28,8;14,5;14,5;100,07;Caiçara do Norte/RN;Vento;PIE; 105.970.000,00 ;Bioenergy Geradora de Energia S.A.
2011;2011-3;4;EOL;EOL Caiçara do Norte 1;Reserva;28,8;13,7;13,7;100,07;Caiçara do Norte/RN;Vento;PIE; 105.970.000,00 ;Bioenergy Geradora de Energia S.A.
2011;2011-3;5;EOL;EOL Caititu;Reserva;20,8;10,5;10,5;99,98;Pindaí/BA;Vento;PIE; 36.837.700,00 ;"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda."
2011;2011-3;6;EOL;EOL Carcará 1;Reserva;28,8;16,3;13,8;99,92;Areia Branca/RN;Vento;PIE; 142.685.000,00 ;"Consórcio Carcará 1: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A."
2011;2011-3;7;EOL;EOL Carnaúbas;Reserva;27,2;13,1;13,1;98,92;São Miguel do Gostoso/RN;Vento;PIE; 127.088.000,00 ;"Consórcio Carnaúbas: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A."
2011;2011-3;8;EOL;EOL Coqueirinho;Reserva;22,4;13,5;13,5;96,97;Pindaí/BA;Vento;PIE; 39.671.180,00 ;"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda."
2011;2011-3;9;EOL;EOL Corredor do Senandes II;Reserva;21,6;10,6;10,6;99,5;Rio Grande/RS;Vento;PIE; 83.002.150,00 ;"Consórcio Investidor Corredor do Senandes II: 
Odebrecht Energias Alternativas S.A.
Central Geradora Eólica Corredor do Senandes II Ltda."
2011;2011-3;10;EOL;EOL Corredor do Senandes III;Reserva;27;13,2;13,2;99,5;Rio Grande/RS;Vento;PIE; 103.706.950,00 ;"Consórcio Investidor Corredor do Senandes III: 
Odebrecht Energias Alternativas S.A.
Central Geradora Eólica Corredor do Senandes III Ltda."
2011;2011-3;11;EOL;EOL Corredor do Senandes IV;Reserva;27;12,9;12,9;99,5;Rio Grande/RS;Vento;PIE; 103.706.950,00 ;"Consórcio Investidor Corredor do Senandes IV:
Odebrecht Energias Alternativas S.A.
Central Geradora Eólica Corredor do Senandes IV Ltda."
2011;2011-3;12;EOL;EOL Corrupião;Reserva;22,4;13,7;13,7;96,97;Pindaí/BA;Vento;PIE; 94.474.680,00 ;"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda."
2011;2011-3;13;EOL;EOL Famosa I;Reserva;22,5;11,1;10,4;99,7;Tibau/RN;Vento;PIE; 80.121.000,00 ;"Consórcio Famosa: 
Empresa Brasileira de Desenvolvimento e Participações Ltda.
Comercial Mineira S.A.
Ventos Tecnologia Elétrica Ltda."
2011;2011-3;14;UTE;UTE Guaçu;Reserva;30;25,5;15;101,99;Aripuanã/MT;Cavaco / Resíduo de Madeira ;PIE; 86.735.000,00 ;Guaçu Geração de Energia S.A.
2011;2011-3;15;UTE;UTE Iaco;Reserva;30;12,8;4;101,49;Chapadão do Sul/MS;Bagaço de Cana-de-Açúcar;AP; 74.276.490,00 ;Iaco Agrícola S.A
2011;2011-3;16;EOL;EOL Inhambu;Reserva;25,6;15,5;15,5;96,97;Caetité/BA;Vento;PIE; 45.335.050,00 ;"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda."
2011;2011-3;17;EOL;EOL Malhadinha 1;Reserva;22;12,8;12;98,95;Ibiapina/CE;Vento;PIE; 91.120.000,00 ;"Consórcio Malhadinha I: 
Servtec Investimentos e Participações Ltda.
Servtec Energia Ltda.
Servtec RM Participações S.A.
Gerabras Participações Ltda."
2011;2011-3;18;UTE;UTE Meridiano;Reserva;60;18,8;0,1;98,77;Meridiano/SP;UTE;PIE; 83.727.390,00 ;Noble Brasil S.A.
2011;2011-3;19;EOL;EOL Miassaba 4;Reserva;28,8;13,5;13,5;100,07;Caiçara do Norte e São Bento do Norte/RN;Vento;PIE; 105.970.000,00 ;Miassaba Geradora Eólica S.A.
2011;2011-3;20;UTE;UTE Noble Energia II;Reserva;30;16,2;0,1;98,78;Meridiano/SP;UTE;PIE; 74.450.650,00 ;Noble Brasil S.A.
2011;2011-3;21;EOL;Parque Eólico dos  Índios 2;Reserva;28;11,5;11,5;100,01;Osório/RS;Vento;PIE; 127.823.230,00 ;"Consórcio Elecnor-Enerfín 2011: 
Enerfin do Brasil Sociedade de Energia Ltda.
Elecnor S.A."
2011;2011-3;22;EOL;Parque Eólico Lanchinha;Reserva;28;13,2;13,2;101,68;RN;Vento;PIE; 102.222.000,00 ;"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L"
2011;2011-3;23;EOL;Parque Eólico Pelado;Reserva;20;9;9;100,69;Bodó/RN;Vento;PIE; 74.775.200,00 ;"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L"
2011;2011-3;24;EOL;EOL Pau Brasil;Reserva;15;7,7;7,1;99,7;Icapuí/CE;Vento;PIE; 52.227.000,00 ;"Consórcio Famosa: 
Empresa Brasileira de Desenvolvimento e Participações Ltda.
Comercial Mineira S.A.
Ventos Tecnologia Elétrica Ltda."
2011;2011-3;25;EOL;EOL Reduto;Reserva;28,8;14,4;13,9;98,92;São Miguel do Gostoso/RN;Vento;PIE; 128.922.000,00 ;"Consórcio Reduto: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A."
2011;2011-3;26;EOL;EOL Rosada;Reserva;30;13,4;12,8;99,7;Tibau, RN;Vento;PIE; 104.553.000,00 ;"Consórcio Famosa: 
Empresa Brasileira de Desenvolvimento e Participações Ltda.
Comercial Mineira S.A.
Ventos Tecnologia Elétrica Ltda."
2011;2011-3;27;EOL;EOL Santa Helena;Reserva;30;16;16;101,98;João Câmara/RN;Vento;PIE; 111.000.000,00 ;Santa Helena Energias Renováveis S.A.
2011;2011-3;28;EOL;EOL Santo Cristo;Reserva;28,8;15,3;14,8;98,92;Touros/RN;Vento;PIE; 128.922.000,00 ;"Consórcio Santo Cristo: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A."
2011;2011-3;29;EOL;EOL São João;Reserva;28,8;14,3;14,3;98,92;São Miguel do Gostoso/RN;Vento;PIE; 128.922.000,00 ;"Consórcio São João: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A."
2011;2011-3;30;EOL;EOL São Paulo;Reserva;17,5;8,1;7,6;99,7;Icapuí/CE;Vento;PIE; 62.261.000,00 ;"Consórcio Famosa: 
Empresa Brasileira de Desenvolvimento e Participações Ltda.
Comercial Mineira S.A.
Ventos Tecnologia Elétrica Ltda."
2011;2011-3;31;EOL;EOL SM;Reserva;30;15,7;15,7;101,98;João Câmara/RN;Vento;PIE; 111.000.000,00 ;Santa Maria Energias Renováveis S.A.
2011;2011-3;32;EOL;EOL Tamanduá Mirim;Reserva;24;13,6;13,6;96,97;BA;Vento;PIE; 42.501.610,00 ;"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda."
2011;2011-3;33;EOL;EOL Teiu;Reserva;17,6;8,2;8,2;99,98;Pindaí/BA;Vento;PIE; 74.230.250,00 ;"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda."
2011;2011-3;34;UTE;UTE Tropical Bioenergia;Reserva;50;19,7;7,3;95;Etéia/GO;UTE;PIE; 58.279.000,00 ;Tropical Bioenergia S.A.
2011;2011-3;35;UTE;UTE Vale do Rosário;Reserva;97;34,4;10,8;101,5;Morro Agudo/SP;UTE;PIE; 1.100.000,00 ;LDC-SEV Bioenergia S.A.- Unidade Vale do Rosário
